Ticker,Company,CEO,Year,SEO Pay
PSMT,"PriceSmart, Inc.",Sherry Bahrambeygui,2019,"$5,981,196"
SLAB,Silicon Laboratories Inc.,G. Tuttle,2019,"$5,979,495"
CATM,Cardtronics plc,Edward West,2019,"$5,979,273"
AMPH,"Amphastar Pharmaceuticals, Inc.",Jack Zhang,2019,"$5,969,742"
FIVE,"Five Below, Inc.",Joel Anderson,2020,"$5,969,576"
PRFT,"Perficient, Inc.",Jeffrey Davis,2019,"$5,968,610"
UAA,"Under Armour, Inc.",Kevin Plank,2019,"$5,954,169"
PEGA,Pegasystems Inc.,Alan Trefler,2019,"$5,933,824"
TBPH,"Theravance Biopharma, Inc.",Rick Winningham,2019,"$5,932,412"
SCHN,"Schnitzer Steel Industries, Inc.",Tamara Lundgren,2019,"$5,930,132"
AWK,"American Water Works Company, Inc.",Susan Story,2019,"$5,918,455"
GOLF,Acushnet Holdings Corp.,David Maher,2019,"$5,909,377"
HGV,"Hilton Grand Vacations, Inc.",Mark Wang,2019,"$5,905,405"
BSVN,Bank7 Corp.,Thomas Travis,2019,"$5,893,387"
EEX,"Emerald Holding, Inc.",Sally Shankland,2019,"$5,892,597"
CHS,"Chico's FAS, Inc.",Bonnie Brooks,2020,"$5,888,653"
PODD,Insulet Corporation,Shacey Petrovic,2019,"$5,883,985"
CUB,Cubic Corporation,Bradley Feldmann,2019,"$5,881,964"
YETI,"YETI Holdings, Inc.",Matthew Reintjes,2019,"$5,875,281"
SWX,"Southwest Gas Holdings, Inc.",John Hester,2019,"$5,870,724"
HRTX,"Heron Therapeutics, Inc.",Barry Quart,2019,"$5,870,479"
OPY,Oppenheimer Holdings Inc.,Albert Lowenthal,2019,"$5,861,687"
FLIR,"FLIR Systems, Inc.",James Cannon,2019,"$5,860,241"
HALO,"Halozyme Therapeutics, Inc.",Helen Torley,2019,"$5,857,126"
WTS,"Watts Water Technologies, Inc.",Robert Pagano,2019,"$5,855,790"
AR,Antero Resources Corp.,Paul Rady,2019,"$5,852,902"
SBH,"Sally Beauty Holdings, Inc.",Christian Brickman,2019,"$5,851,864"
PCAR,PACCAR Inc,R. Feight,2019,"$5,850,648"
APAM,"Artisan Partners Asset Management, Inc.",Eric Colson,2019,"$5,845,406"
BC,Brunswick Corporation,David Foulkes,2019,"$5,840,775"
SVMK,"SVMK, Inc.",Alexander Lurie,2019,"$5,838,511"
JBT,John Bean Technologies Corporation,Thomas Giacomini,2019,"$5,836,054"
INTL,INTL FCStone Inc.,Sean O'Connor,2019,"$5,834,804"
ELY,Callaway Golf Company,Oliver Brewer,2019,"$5,831,314"
ATRC,"AtriCure, Inc.",Michael Carrel,2019,"$5,829,775"
SXT,Sensient Technologies Corporation,Paul Manning,2019,"$5,819,139"
ANIP,"ANI Pharmaceuticals, Inc.",Arthur Przybyl,2019,"$5,815,760"
WTRG,"Essential Utilities, Inc.",Christopher Franklin,2019,"$5,811,026"
PCRX,"Pacira Biosciences, Inc.",David Stack,2019,"$5,806,428"
ACC,"American Campus Communities, Inc.",William Bayless,2019,"$5,802,845"
PBCT,"People's United Financial, Inc.",John Barnes,2019,"$5,800,085"
ST,Sensata Technologies Holding Plc,Martha Sullivan,2019,"$5,795,871"
EVRG,"Evergy, Inc.",Terry Bassham,2019,"$5,793,976"
MMI,"Marcus & Millichap, Inc.",Hessam Nadji,2019,"$5,787,225"
TGNA,"TEGNA, Inc.",David Lougee,2019,"$5,786,746"
WMS,"Advanced Drainage Systems, Inc.",D. Barbour,2020,"$5,775,023"
ACA,"Arcosa, Inc.",Antonio Carrillo,2019,"$5,773,082"
RPAI,"Retail Properties of America, Inc.",Steven Grimes,2019,"$5,763,972"
ASPS,Altisource Portfolio Solutions S.A.,William Shepro,2019,"$5,761,462"
OTTR,Otter Tail Corporation,Charles MacFarlane,2019,"$5,758,533"
STMP,Stamps.com Inc.,Kenneth McBride,2019,"$5,749,476"
ITGR,Integer Holdings Corporation,Joseph Dziedzic,2019,"$5,744,889"
SBRA,"Sabra Health Care REIT, Inc.",Richard Matros,2019,"$5,743,968"
MOG.A,Moog Inc.,John Scannell,2019,"$5,739,957"
DCO,Ducommun Incorporated,Stephen Oswald,2019,"$5,737,904"
MAA,"Mid-America Apartment Communities, Inc.",H. Bolton,2019,"$5,735,898"
XHR,"Xenia Hotels & Resorts, Inc.",Marcel Verbaas,2019,"$5,733,273"
FN,Fabrinet,Seamus Grady,2019,"$5,733,172"
AKR,Acadia Realty Trust,Kenneth Bernstein,2019,"$5,731,114"
GKOS,Glaukos Corporation,Thomas Burns,2019,"$5,716,560"
FHI,"Federated Hermes, Inc.",J. Donahue,2019,"$5,708,688"
CASA,"Casa Systems, Inc.",Jerry Guo,2019,"$5,704,716"
MTB,M&T Bank Corporation,Rene Jones,2019,"$5,704,703"
LXP,Lexington Realty Trust,T. Eglin,2019,"$5,703,514"
SPPI,"Spectrum Pharmaceuticals, Inc.",Joseph Turgeon,2019,"$5,697,232"
POWI,"Power Integrations, Inc.",Balu Balakrishnan,2019,"$5,689,790"
KTOS,"Kratos Defense & Security Solutions, Inc.",Eric DeMarco,2019,"$5,673,715"
EGHT,"8x8, Inc.",Vikram Verma,2020,"$5,661,994"
NL,"NL Industries, Inc.",Robert Graham,2019,"$5,660,000"
TGI,"Triumph Group, Inc.",Daniel Crowley,2020,"$5,650,990"
HUBB,Hubbell Incorporated,David Nord,2019,"$5,638,825"
FDP,Fresh Del Monte Produce Inc.,Mohammad Abu-Ghazaleh,2019,"$5,638,028"
APTX,"Aptinyx, Inc.",Norbert Riedel,2019,"$5,635,424"
OGS,"ONE Gas, Inc.",Pierce Norton II,2019,"$5,627,449"
AMN,"AMN Healthcare Services, Inc.",Susan Salka,2019,"$5,626,806"
TNET,"TriNet Group, Inc.",Burton Goldfield,2019,"$5,626,015"
AIMC,Altra Industrial Motion Corp.,Carl Christenson,2019,"$5,625,786"
REG,Regency Centers Corporation,Martin Stein,2019,"$5,619,541"
TALO,"Talos Energy, Inc.",Timothy Duncan,2019,"$5,617,864"
RPD,"Rapid7, Inc.",Corey Thomas,2019,"$5,608,053"
NGHC,National General Holdings Corp.,Barry Karfunkel,2019,"$5,607,270"
LPX,Louisiana-Pacific Corporation,William Southern,2019,"$5,592,330"
BERY,"Berry Global Group, Inc.",Thomas Salmon,2019,"$5,590,944"
ANIK,"Anika Therapeutics, Inc.",Joseph Darling,2019,"$5,590,182"
AMBC,"Ambac Financial Group, Inc.",Claude LeBlanc,2019,"$5,588,236"
EXTN,Exterran Corp.,Andrew Way,2019,"$5,587,700"
ZS,"Zscaler, Inc.",Jay Chaudhry,2019,"$5,579,660"
OMI,"Owens & Minor, Inc.",Edward Pesicka,2019,"$5,570,489"
SHO,"Sunstone Hotel Investors, Inc.",John Arabia,2019,"$5,568,539"
FLMN,Falcon Minerals Corp.,Daniel Herz,2019,"$5,562,828"
VICI,"VICI Properties, Inc.",Edward Pitoniak,2019,"$5,555,658"
ATI,Allegheny Technologies Incorporated,Robert Wetherbee,2019,"$5,555,306"
VRAY,"ViewRay, Inc.",Scott Drake,2019,"$5,553,232"
FHN,First Horizon National Corporation,D. Jordan,2019,"$5,551,044"
RETA,"Reata Pharmaceuticals, Inc.",J. Huff,2019,"$5,542,605"
IR,"Ingersoll Rand, Inc.",Vicente Reynal,2019,"$5,535,511"
GRA,W. R. Grace & Co.,Hudson Force III,2019,"$5,530,024"
AERI,"Aerie Pharmaceuticals, Inc.",Vicente Anido Jr.,2019,"$5,529,666"
KAR,"KAR Auction Services, Inc.",James Hallett,2019,"$5,529,428"
CINF,Cincinnati Financial Corporation,Steven Johnston,2019,"$5,528,654"
ALK,"Alaska Air Group, Inc.",Bradley Tilden,2019,"$5,528,316"
CVA,Covanta Holding Corporation,Stephen Jones,2019,"$5,524,159"
FTDR,"frontdoor, Inc.",Rexford Tibbens,2019,"$5,523,315"
ESGR,Enstar Group Limited,Dominic Silvester,2019,"$5,513,250"
MRC,MRC Global Inc.,Andrew Lane,2019,"$5,506,172"
GPRO,"GoPro, Inc.",Nicholas Woodman,2019,"$5,501,350"
JW.A,"John Wiley & Sons, Inc.",Brian Napack,2019,"$5,499,029"
DPZ,"Domino's Pizza, Inc.",Richard Allison,2019,"$5,495,804"
JELD,"JELD-WEN Holding, Inc.",Gary Michel,2019,"$5,494,222"
NVTA,Invitae Corp.,Sean George,2019,"$5,486,298"
ARVN,"Arvinas, Inc.",John Houston,2019,"$5,485,839"
HMSY,HMS Holdings Corp.,William Lucia,2019,"$5,478,234"
PUMP,ProPetro Holding Corp.,Dale Redman,2018,"$5,464,397"
WLL,Whiting Petroleum Corporation,Bradley Holly,2019,"$5,464,064"
PQG,"PQ Group Holdings, Inc.",Belgacem Chariag,2019,"$5,463,523"
HI,"Hillenbrand, Inc.",Joe Raver,2019,"$5,462,728"
ABG,"Asbury Automotive Group, Inc.",David Hult,2019,"$5,459,308"
CTB,Cooper Tire & Rubber Company,Bradley Hughes,2019,"$5,456,705"
GCO,Genesco Inc.,Robert Dennis,2020,"$5,443,668"
RUN,SunRun Inc.,Lynn Jurich,2019,"$5,431,884"
AKRO,"Akero Therapeutics, Inc.",Andrew Cheng,2019,"$5,431,814"
ENTG,"Entegris, Inc.",Bertrand Loy,2019,"$5,426,049"
NUVA,"NuVasive, Inc.",J. Barry,2019,"$5,425,435"
KNL,"Knoll, Inc.",Andrew Cogan,2019,"$5,420,107"
KBAL,"Kimball International, Inc.",Kristine Juster,2019,"$5,419,094"
SMAR,"Smartsheet, Inc.",Mark Mader,2020,"$5,418,954"
TPH,"TRI Pointe Group, Inc.",Douglas Bauer,2019,"$5,416,216"
PEB,Pebblebrook Hotel Trust,Jon Bortz,2019,"$5,414,665"
LE,"Lands' End, Inc.",Jerome Griffith,2020,"$5,414,578"
KMT,"Kennametal, Inc.",Christopher Rossi,2019,"$5,414,110"
ISBC,"Investors Bancorp, Inc.",Kevin Cummings,2019,"$5,411,352"
ADC,Agree Realty Corporation,Joel Agree,2019,"$5,405,424"
DNKN,"Dunkin' Brands Group, Inc.",David Hoffmann,2019,"$5,404,591"
SON,Sonoco Products Company,Robert Tiede,2019,"$5,402,685"
MTX,Minerals Technologies Inc.,Douglas Dietrich,2019,"$5,394,619"
TR,"Tootsie Roll Industries, Inc.",Ellen Gordon,2019,"$5,389,168"
VCEL,Vericel Corporation,Dominick Colangelo,2019,"$5,385,527"
COR,CoreSite Realty Corporation,Paul Szurek,2019,"$5,385,071"
KRA,Kraton Corporation,Kevin Fogarty,2019,"$5,384,833"
LBRT,"Liberty Oilfield Services, Inc.",Christopher Wright,2019,"$5,377,176"
HLX,"Helix Energy Solutions Group, Inc.",Owen Kratz,2019,"$5,376,669"
CHRS,"Coherus BioSciences, Inc.",Dennis Lanfear,2019,"$5,361,707"
CUBE,CubeSmart,Christopher Marr,2019,"$5,357,599"
MFA,"MFA Financial, Inc.",Craig Knutson,2019,"$5,351,445"
CXW,"CoreCivic, Inc.",Damon Hininger,2019,"$5,348,926"
MHO,"M/I Homes, Inc.",Robert Schottenstein,2019,"$5,346,244"
MCS,The Marcus Corporation,Gregory Marcus,2019,"$5,342,057"
WTI,"W&T Offshore, Inc.",Tracy Krohn,2019,"$5,341,858"
BDN,Brandywine Realty Trust,Gerard Sweeney,2019,"$5,335,186"
BRY,Berry Corporation,Arthur Smith,2019,"$5,332,892"
SFIX,"Stitch Fix, Inc.",Katrina Lake,2019,"$5,327,433"
BKU,"BankUnited, Inc.",Rajinder Singh,2019,"$5,320,229"
BOH,Bank of Hawaii Corporation,Peter Ho,2019,"$5,307,172"
IBKC,IBERIABANK Corp.,Daryl Byrd,2018,"$5,287,769"
GTLS,"Chart Industries, Inc.",Jillian Evanko,2019,"$5,281,242"
PPBI,"Pacific Premier Bancorp, Inc.",Steven Gardner,2019,"$5,279,253"
PRI,"Primerica, Inc.",Glenn Williams,2019,"$5,279,228"
DLX,Deluxe Corporation,Barry McCarthy,2019,"$5,275,869"
CATO,The Cato Corporation,John D. Cato,2020,"$5,271,448"
SERV,"ServiceMaster Global Holdings, Inc.",Nikhil Varty,2019,"$5,267,718"
TTC,The Toro Company,Richard Olson,2019,"$5,267,433"
HQY,"HealthEquity, Inc.",Jon Kessler,2020,"$5,265,794"
WAL,Western Alliance Bancorporation,Kenneth Vecchione,2019,"$5,261,283"
CENX,Century Aluminum Company,Michael Bless,2019,"$5,253,390"
KALU,Kaiser Aluminum Corporation,Jack Hockema,2019,"$5,248,430"
FGEN,"FibroGen, Inc.",James Schoeneck,2019,"$5,247,965"
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Jeffrey Eckel,2019,"$5,247,500"
AMCR,Amcor Plc,Ronald Delia,2019,"$5,237,557"
TAP,Molson Coors Beverage Company,Gavin Hattersley,2019,"$5,234,327"
MCD,McDonald's Corporation,Christopher Kempczinski,2019,"$5,229,155"
HFC,HollyFrontier Corporation,George Damiris,2019,"$5,222,831"
APY,ChampionX Corp.,Sivasankaran Somasundaram,2019,"$5,215,257"
ENS,EnerSys,David Shaffer,2020,"$5,210,451"
PDM,"Piedmont Office Realty Trust, Inc.",Christopher Smith,2019,"$5,194,879"
ROCK,"Gibraltar Industries, Inc.",William Bosway,2019,"$5,191,310"
SNV,Synovus Financial Corp.,Kessel Stelling,2019,"$5,190,443"
BZH,"Beazer Homes USA, Inc.",Allan Merrill,2019,"$5,190,140"
BRO,"Brown & Brown, Inc.",J. Brown,2019,"$5,178,025"
CBU,"Community Bank System, Inc.",Mark Tryniski,2019,"$5,160,027"
EVRI,"Everi Holdings, Inc.",Michael Rumbolz,2019,"$5,158,222"
KOS,Kosmos Energy Ltd.,Andrew Inglis,2019,"$5,154,460"
DENN,Denny's Corporation,John Miller,2019,"$5,143,878"
ASB,Associated Banc-Corp,Philip Flynn,2019,"$5,140,297"
WTFC,Wintrust Financial Corporation,Edward Wehmer,2019,"$5,140,088"
TRHC,"Tabula Rasa Healthcare, Inc.",Calvin Knowlton,2019,"$5,135,730"
OZK,Bank OZK,George Gleason,2019,"$5,135,609"
BPOP,"Popular, Inc.",Ignacio Alvarez,2019,"$5,135,399"
MC,Moelis & Co.,Kenneth Moelis,2019,"$5,116,727"
AMBA,"Ambarella, Inc.",Feng-Ming Wang,2020,"$5,110,191"
CDLX,"Cardlytics, Inc.",Scott Grimes,2019,"$5,110,057"
AWI,"Armstrong World Industries, Inc.",Victor Grizzle,2019,"$5,109,755"
MTRN,Materion Corporation,Jugal Vijayvargiya,2019,"$5,082,700"
HL,Hecla Mining Company,Phillips Baker Jr.,2019,"$5,082,346"
YEXT,"Yext, Inc.",Howard Lerman,2020,"$5,075,445"
PRNB,"Principia Biopharma, Inc.",Martin Babler,2019,"$5,068,467"
CHRW,"C.H. Robinson Worldwide, Inc.",Robert Biesterfeld,2019,"$5,065,928"
FIXX,"Homology Medicines, Inc.",Arthur Tzianabos,2019,"$5,062,877"
CPS,Cooper-Standard Holdings Inc.,Jeffrey Edwards,2019,"$5,053,653"
PBH,"Prestige Consumer Healthcare, Inc.",Ronald Lombardi,2020,"$5,051,679"
MMSI,"Merit Medical Systems, Inc.",Fred Lampropoulos,2019,"$5,049,286"
DRNA,"Dicerna Pharmaceuticals, Inc.",Douglas Fambrough III,2019,"$5,048,133"
WOW,"WideOpenWest, Inc.",Teresa Elder,2019,"$5,047,432"
STFC,State Auto Financial Corporation,Michael LaRocco,2019,"$5,042,967"
BWXT,"BWX Technologies, Inc.",Rex Geveden,2019,"$5,041,508"
LAUR,"Laureate Education, Inc.",Eilif Serck-Hanssen,2019,"$5,035,173"
BSGM,"BioSig Technologies, Inc.",Kenneth Londoner,2019,"$5,034,850"
PNM,"PNM Resources, Inc.",Patricia Collawn,2019,"$5,031,193"
LFVN,LifeVantage Corporation,Darren Jensen,2019,"$5,025,497"
EXP,Eagle Materials Inc.,Michael Haack,2020,"$5,024,075"
AVNS,"Avanos Medical, Inc.",Joseph Woody,2019,"$5,023,674"
UE,Urban Edge Properties,Jeffrey Olson,2019,"$5,022,284"
ETRN,Equitrans Midstream Corp.,Thomas Karam,2019,"$5,013,222"
CMA,Comerica Incorporated,Curtis Farmer,2019,"$5,012,505"
INN,"Summit Hotel Properties, Inc.",Daniel Hansen,2019,"$5,009,723"
BLDR,"Builders FirstSource, Inc.",M. Crow,2019,"$5,002,152"
AWR,American States Water Company,Robert Sprowls,2019,"$4,995,699"
CXP,"Columbia Property Trust, Inc.",E. Mills,2019,"$4,994,621"
USCR,"U.S. Concrete, Inc.",William Sandbrook,2019,"$4,994,068"
FOE,Ferro Corporation,Peter Thomas,2019,"$4,981,850"
MITK,"Mitek Systems, Inc.",Scipio Carnecchia,2019,"$4,980,413"
THG,"The Hanover Insurance Group, Inc.",John Roche,2019,"$4,979,777"
DNLI,"Denali Therapeutics, Inc.",Ryan Watts,2019,"$4,978,607"
MMS,"MAXIMUS, Inc.",Bruce Caswell,2019,"$4,975,750"
REAL,"The RealReal, Inc.",Julie Wainwright,2019,"$4,971,673"
NYMT,"New York Mortgage Trust, Inc.",Steven Mumma,2019,"$4,968,870"
LAMR,Lamar Advertising Company,Sean Reilly,2019,"$4,966,110"
PGNY,"Progyny, Inc.",David Schlanger,2019,"$4,964,196"
DOC,Physicians Realty Trust,John Thomas,2019,"$4,963,178"
CORT,"Corcept Therapeutics, Inc.",Joseph Belanoff,2019,"$4,958,970"
IMMR,Immersion Corporation,Ramzi Haidamus,2019,"$4,958,531"
FARO,"FARO Technologies, Inc.",Michael Burger,2019,"$4,958,419"
SFNC,Simmons First National Corporation,George Makris,2019,"$4,953,017"
UFPI,"UFP Industries, Inc.",Matthew Missad,2019,"$4,944,863"
TDC,Teradata Corporation,Victor Lund,2019,"$4,941,051"
HNGR,"Hanger, Inc.",Vinit Asar,2019,"$4,940,254"
RYTM,"Rhythm Pharmaceuticals, Inc.",Keith Gottesdiener,2019,"$4,937,042"
GDEN,"Golden Entertainment, Inc.",Blake Sartini,2019,"$4,935,666"
THRM,Gentherm Incorporated,Phillip Eyler,2019,"$4,933,682"
PNFP,"Pinnacle Financial Partners, Inc.",M. Turner,2019,"$4,923,890"
TNC,Tennant Company,H. Killingstad,2019,"$4,923,183"
PRGS,Progress Software Corporation,Yogesh Gupta,2019,"$4,914,828"
RILY,"B. Riley Financial, Inc.",Bryant Riley,2019,"$4,909,962"
BRKR,Bruker Corporation,Frank Laukien,2019,"$4,909,641"
HE,"Hawaiian Electric Industries, Inc.",Constance Lau,2019,"$4,902,901"
TXRH,"Texas Roadhouse, Inc.",W. Taylor,2019,"$4,899,742"
GPRE,Green Plains Inc.,Todd Becker,2019,"$4,898,058"
BANC,"Banc of California, Inc.",Jared Wolff,2019,"$4,893,806"
JBGS,JBG SMITH Properties,W. Kelly,2019,"$4,893,799"
GHL,"Greenhill & Co., Inc.",Scott Bok,2019,"$4,890,427"
COHR,"Coherent, Inc.",John Ambroseo,2019,"$4,887,445"
HSC,Harsco Corporation,F. Grasberger,2019,"$4,882,232"
MGLN,"Magellan Health, Inc.",Kenneth Fasola,2019,"$4,880,754"
VMI,"Valmont Industries, Inc.",Stephen Kaniewski,2019,"$4,872,938"
AMAG,"AMAG Pharmaceuticals, Inc.",William Heiden,2019,"$4,868,280"
RCM,"R1 RCM, Inc.",Joseph Flanagan,2019,"$4,859,859"
WD,"Walker & Dunlop, Inc.",William Walker,2019,"$4,855,806"
SXC,"SunCoke Energy, Inc.",Michael Rippey,2019,"$4,855,756"
DRH,DiamondRock Hospitality Company,Mark Brugger,2019,"$4,855,086"
JKHY,"Jack Henry & Associates, Inc.",David Foss,2019,"$4,851,479"
FLOW,"SPX Flow, Inc.",Marcus Michael,2019,"$4,850,813"
SIX,Six Flags Entertainment Corporation,Michael Spanos,2019,"$4,850,190"
HURN,Huron Consulting Group Inc.,James Roth,2019,"$4,842,080"
CETV,Central European Media Enterprises Ltd.,Michael Nin,2018,"$4,833,496"
MKL,Markel Corporation,Thomas Gayner,2019,"$4,832,682"
OMER,Omeros Corporation,Gregory Demopulos,2019,"$4,825,134"
BLD,TopBuild Corp.,Gerald Volas,2019,"$4,816,248"
AX,"Axos Financial, Inc.",Gregory Garrabrants,2019,"$4,798,326"
PLPC,Preformed Line Products Company,Robert Ruhlman,2019,"$4,794,251"
MTG,MGIC Investment Corporation,Timothy Mattke,2019,"$4,794,243"
ROL,"Rollins, Inc.",Gary Rollins,2019,"$4,780,854"
TVTY,"Tivity Health, Inc.",Donato Tramuto,2019,"$4,776,734"
IRTC,"iRhythm Technologies, Inc.",Kevin King,2019,"$4,774,136"
FSS,Federal Signal Corporation,Jennifer Sherman,2019,"$4,769,299"
KNSA,Kiniksa Pharmaceuticals Ltd.,Sanj Patel,2019,"$4,765,671"
DHIL,"Diamond Hill Investment Group, Inc.",Heather Brilliant,2019,"$4,763,989"
CFR,"Cullen/Frost Bankers, Inc.",Phillip Green,2019,"$4,763,232"
MXL,"MaxLinear, Inc.",Kishore Seendripu,2019,"$4,761,380"
EIG,"Employers Holdings, Inc.",Douglas Dirks,2019,"$4,758,977"
BRG,"Bluerock Residential Growth REIT, Inc.",R. Kamfar,2018,"$4,754,112"
PCSB,PCSB Financial Corporation,Joseph Roberto,2019,"$4,750,767"
CRS,Carpenter Technology Corporation,Tony Thene,2019,"$4,749,686"
TFSL,TFS Financial Corporation,Marc Stefanski,2019,"$4,749,066"
AIMT,"Aimmune Therapeutics, Inc.",Jayson Dallas,2019,"$4,744,109"
KDMN,"Kadmon Holdings, Inc.",Harlan Waksal,2019,"$4,742,767"
EGP,"EastGroup Properties, Inc.",Marshall Loeb,2019,"$4,733,252"
ITCI,"Intra-Cellular Therapies, Inc.",Sharon Mates,2019,"$4,724,560"
MGNX,"MacroGenics, Inc.",Scott Koenig,2019,"$4,723,588"
KOP,Koppers Holdings Inc.,Leroy Ball,2019,"$4,718,338"
PRAA,"PRA Group, Inc.",Kevin Stevenson,2019,"$4,716,180"
AXSM,"Axsome Therapeutics, Inc.",Herriot Tabuteau,2019,"$4,715,753"
HMHC,Houghton Mifflin Harcourt Company,John Lynch Jr.,2019,"$4,710,070"
CCMP,Cabot Microelectronics Corporation,David Li,2019,"$4,708,736"
ALE,"ALLETE, Inc.",Alan Hodnik,2019,"$4,706,014"
IPHI,Inphi Corporation,Ford Tamer,2019,"$4,699,530"
QRTEA,"Qurate Retail, Inc.",Michael George,2019,"$4,697,971"
SCL,Stepan Company,"F. Stepan, Jr.",2019,"$4,697,426"
TCBK,TriCo Bancshares,Richard Smith,2019,"$4,692,366"
PFBC,Preferred Bank,Li Yu,2019,"$4,692,258"
KEX,Kirby Corporation,David Grzebinski,2019,"$4,684,626"
RYN,Rayonier Inc.,David Nunes,2019,"$4,683,002"
MED,"Medifast, Inc.",Daniel Chard,2019,"$4,669,993"
LOVE,The Lovesac Co.,Shawn Nelson,2020,"$4,667,819"
RLI,RLI Corp.,Jonathan Michael,2019,"$4,663,998"
LHCG,"LHC Group, Inc.",Keith Myers,2019,"$4,660,024"
HLI,"Houlihan Lokey, Inc.",Scott Beiser,2019,"$4,659,467"
KNX,"Knight-Swift Transportation Holdings, Inc.",David Jackson,2019,"$4,645,780"
ARAY,Accuray Incorporated,Joshua Levine,2019,"$4,644,992"
PIPR,Piper Sandler Cos.,Chad Abraham,2019,"$4,642,401"
EB,"Eventbrite, Inc.",Julia Hartz,2019,"$4,640,005"
CLDT,Chatham Lodging Trust,Jeffrey Fisher,2019,"$4,639,264"
PCH,PotlatchDeltic Corporation,Michael Covey,2019,"$4,636,819"
REPH,"Recro Pharma, Inc.",Geraldine Henwood,2019,"$4,622,984"
WSC,WillScot Corp.,Bradley Soultz,2019,"$4,621,787"
LH,Laboratory Corporation of America Holdings,Adam Schechter,2019,"$4,617,739"
AEIS,"Advanced Energy Industries, Inc.",Yuval Wasserman,2019,"$4,613,425"
HY,"Hyster-Yale Materials Handling, Inc.",Alfred Rankin,2019,"$4,607,034"
VVV,"Valvoline, Inc.",Samuel Mitchell,2019,"$4,601,614"
SSTK,"Shutterstock, Inc.",Jonathan Oringer,2019,"$4,598,577"
VIRT,"Virtu Financial, Inc.",Douglas Cifu,2019,"$4,598,172"
APLE,"Apple Hospitality REIT, Inc.",Justin Knight,2019,"$4,588,609"
MNTA,"Momenta Pharmaceuticals, Inc.",Craig Wheeler,2019,"$4,588,463"
BXS,BancorpSouth Bank,James Rollins,2019,"$4,587,855"
ACCO,ACCO Brands Corporation,Boris Elisman,2019,"$4,587,097"
KN,Knowles Corp.,Jeffrey Niew,2019,"$4,575,747"
CSII,"Cardiovascular Systems, Inc.",Scott Ward,2019,"$4,575,582"
NUS,"Nu Skin Enterprises, Inc.",Ritch Wood,2019,"$4,570,380"
UVV,Universal Corporation,George Freeman III,2020,"$4,567,741"
GWRE,"Guidewire Software, Inc.",Marcus Ryu,2019,"$4,564,860"
CARS,"Cars.com, Inc.",T. Vetter,2019,"$4,562,630"
IESC,"IES Holdings, Inc.",Gary Matthews,2019,"$4,562,463"
EVTC,"EVERTEC, Inc.",Morgan Schuessler Jr.,2019,"$4,552,043"
REGI,"Renewable Energy Group, Inc.",Cynthia Warner,2019,"$4,550,676"
CURO,CURO Group Holdings Corp.,Donald Gayhardt Jr.,2019,"$4,531,014"
TWNK,"Hostess Brands, Inc.",Andrew Callahan,2019,"$4,530,700"
SR,"Spire, Inc. (Missouri)",Suzanne Sitherwood,2019,"$4,515,589"
CNS,"Cohen & Steers, Inc.",Robert Steers,2019,"$4,509,470"
CVM,CEL-SCI Corporation,Geert Kersten,2019,"$4,506,359"
SRNE,"Sorrento Therapeutics, Inc.",Henry Ji,2018,"$4,502,500"
RPT,RPT Realty,Brian Harper,2019,"$4,493,756"
AIT,"Applied Industrial Technologies, Inc.",Neil Schrimsher,2019,"$4,493,377"
Z,"Zillow Group, Inc.",Richard Barton,2019,"$4,488,664"
CLXT,"Calyxt, Inc.",James Blome,2019,"$4,488,349"
EYE,"National Vision Holdings, Inc.",L. Fahs,2019,"$4,487,827"
ATNX,"Athenex, Inc.",Johnson Nam Lau,2019,"$4,483,836"
NG,NovaGold Resources Inc.,Gregory Lang,2019,"$4,483,580"
ENTA,"Enanta Pharmaceuticals, Inc.",Jay Luly,2019,"$4,483,503"
SCWX,SecureWorks Corp.,Michael Cote,2020,"$4,482,273"
URI,"United Rentals, Inc.",Matthew Flannery,2019,"$4,478,261"
MATX,"Matson, Inc.",Matthew Cox,2019,"$4,475,035"
AEL,American Equity Investment Life Holding Company,John Matovina,2019,"$4,459,672"
ETM,Entercom Communications Corp.,David Field,2019,"$4,458,180"
SSP,The E.W. Scripps Co.,Adam Symson,2019,"$4,448,475"
HOMB,"Home BancShares, Inc.",John Allison,2019,"$4,445,432"
OIS,"Oil States International, Inc.",Cynthia Taylor,2019,"$4,441,149"
PLNT,"Planet Fitness, Inc.",Christopher Rondeau,2019,"$4,436,826"
SYKE,"Sykes Enterprises, Incorporated",Charles Sykes,2019,"$4,431,520"
HUBG,"Hub Group, Inc.",David Yeager,2019,"$4,430,221"
