Ticker,Company,CEO,Year,SEO Pay
WK,"Workiva, Inc.",Martin Vanderploeg,2019,"$4,352,910"
WBT,"Welbilt, Inc.",William Johnson,2019,"$4,345,448"
CNDT,"Conduent, Inc.",Clifford Skelton,2019,"$4,341,919"
ZION,"Zions Bancorporation, National Association",Harris Simmons,2019,"$4,341,075"
OSMT,Osmotica Pharmaceuticals Plc,Brian Markison,2019,"$4,338,622"
EPAM,"EPAM Systems, Inc.",Arkadiy Dobkin,2019,"$4,325,620"
TRTX,"TPG RE Finance Trust, Inc.",Greta Guggenheim,2019,"$4,325,000"
DFIN,"Donnelley Financial Solutions, Inc.",Daniel Leib,2019,"$4,323,789"
LNTH,"Lantheus Holdings, Inc.",Mary Heino,2019,"$4,320,908"
OFC,Corporate Office Properties Trust,Stephen Budorick,2019,"$4,319,124"
AKBA,"Akebia Therapeutics, Inc.",John Butler,2019,"$4,316,964"
TPRE,Third Point Reinsurance Ltd.,Daniel Malloy,2019,"$4,309,230"
XERS,"Xeris Pharmaceuticals, Inc.",Paul Edick,2019,"$4,307,638"
HSII,"Heidrick & Struggles International, Inc.",Krishnan Rajagopalan,2019,"$4,307,072"
ANDE,"The Andersons, Inc.",Patrick Bowe,2019,"$4,304,753"
STAG,"STAG Industrial, Inc.",Benjamin Butcher,2019,"$4,302,513"
AMKR,"Amkor Technology, Inc.",Stephen Kelley,2019,"$4,301,320"
NEWR,"New Relic, Inc.",Lewis Cirne,2019,"$4,292,404"
PI,"Impinj, Inc.",Chris Diorio,2019,"$4,290,513"
CVI,"CVR Energy, Inc.",David Lamp,2019,"$4,290,364"
PSA,Public Storage,Joseph Russell,2019,"$4,289,200"
AMOT,Allied Motion Technologies Inc.,Richard Warzala,2019,"$4,279,423"
SAH,"Sonic Automotive, Inc.",David Smith,2019,"$4,278,671"
VNDA,Vanda Pharmaceuticals Inc.,Mihael Polymeropoulos,2019,"$4,278,137"
XLRN,Acceleron Pharma Inc.,Habib Dable,2019,"$4,273,088"
LNN,Lindsay Corporation,Timothy Hassinger,2019,"$4,271,118"
APLS,"Apellis Pharmaceuticals, Inc.",Cedric Francois,2019,"$4,267,182"
CIA,"Citizens, Inc.",Geoffrey Kolander,2019,"$4,260,604"
LGIH,"LGI Homes, Inc.",Eric Lipar,2019,"$4,256,526"
NWN,Northwest Natural Holding Co.,David Anderson,2019,"$4,255,777"
ATH,Athene Holding Ltd.,James Belardi,2019,"$4,254,581"
ERIE,Erie Indemnity Co.,Timothy NeCastro,2019,"$4,249,710"
HMN,Horace Mann Educators Corporation,Marita Zuraitis,2019,"$4,241,561"
CPLG,"CorePoint Lodging, Inc.",Keith Cline,2019,"$4,231,695"
NTGR,"NETGEAR, Inc.",Patrick Lo,2019,"$4,218,152"
SAM,"The Boston Beer Company, Inc.",David Burwick,2019,"$4,212,131"
FI,Frank's International NV,Michael Kearney,2019,"$4,209,537"
MLHR,"Herman Miller, Inc.",Andrea Owen,2019,"$4,208,120"
JJSF,J & J Snack Foods Corp.,Gerald Shreiber,2019,"$4,207,839"
HNI,HNI Corporation,Jeffrey Lorenger,2019,"$4,207,042"
GTS,Triple-S Management Corporation,Roberto Garcia-Rodriguez,2019,"$4,193,701"
TYL,"Tyler Technologies, Inc.",H. Moore Jr,2019,"$4,191,130"
MRCY,"Mercury Systems, Inc.",Mark Aslett,2019,"$4,190,988"
RM,Regional Management Corp.,Peter Knitzer,2019,"$4,186,405"
SIBN,"SI-BONE, Inc.",Jeffrey Dunn,2019,"$4,185,586"
CYRX,"CryoPort, Inc.",Jerrell Shelton,2019,"$4,184,464"
HRI,"Herc Holdings, Inc.",Lawrence Silber,2019,"$4,183,267"
LDL,"Lydall, Inc.",Sara Greenstein,2019,"$4,174,579"
EPZM,"Epizyme, Inc.",Robert Bazemore,2019,"$4,173,618"
WORK,"Slack Technologies, Inc.",Stewart Butterfield,2020,"$4,169,134"
QDEL,Quidel Corporation,Douglas Bryant,2019,"$4,168,766"
VCYT,"Veracyte, Inc.",Bonnie Anderson,2019,"$4,161,963"
LTC,"LTC Properties, Inc.",Wendy Simpson,2019,"$4,161,603"
EPR,EPR Properties,Gregory Silvers,2019,"$4,159,755"
USNA,"USANA Health Sciences, Inc.",Kevin Guest,2019,"$4,157,826"
CASH,"Meta Financial Group, Inc.",Bradley Hanson,2019,"$4,155,523"
HUBS,"HubSpot, Inc.",Brian Halligan,2019,"$4,153,970"
SAFM,"Sanderson Farms, Inc.",Joe Sanderson,2019,"$4,147,894"
TCBI,"Texas Capital Bancshares, Inc.",C. Cargill,2018,"$4,144,219"
QTNT,Quotient Ltd.,Franz Walt,2019,"$4,141,834"
BEAT,"BioTelemetry, Inc.",Joseph Capper,2019,"$4,133,155"
CSTL,"Castle Biosciences, Inc.",Derek Maetzold,2019,"$4,132,353"
AMK,"AssetMark Financial Holdings, Inc.",Charles Goldman,2019,"$4,132,053"
GVA,Granite Construction Incorporated,James Roberts,2018,"$4,126,623"
CLH,"Clean Harbors, Inc.",Alan McKim,2019,"$4,113,899"
IOVA,"Iovance Biotherapeutics, Inc.",Maria Fardis,2019,"$4,107,960"
SYX,Systemax Inc.,Barry Litwin,2019,"$4,107,300"
PRMW,Primo Water Corporation,Thomas Harrington,2019,"$4,106,760"
EVH,"Evolent Health, Inc.",Frank Williams,2019,"$4,103,000"
UMBF,UMB Financial Corporation,J. Kemper,2019,"$4,101,491"
SRG,Seritage Growth Properties,Benjamin Schall,2019,"$4,096,191"
PDLI,"PDL BioPharma, Inc.",John McLaughlin,2018,"$4,093,169"
GNMK,"GenMark Diagnostics, Inc.",Hany Massarany,2019,"$4,088,702"
REVG,"REV Group, Inc.",Timothy Sullivan,2019,"$4,085,605"
OFIX,"Orthofix Medical, Inc.",Jon Serbousek,2019,"$4,076,202"
ESE,ESCO Technologies Inc.,Victor Richey,2019,"$4,071,933"
SITE,"SiteOne Landscape Supply, Inc.",Doug Black,2019,"$4,067,563"
POR,Portland General Electric Company,Maria Pope,2019,"$4,065,948"
VVI,Viad Corp,Steven Moster,2019,"$4,062,472"
NOVT,Novanta Inc.,Matthijs Glastra,2019,"$4,058,923"
CPT,Camden Property Trust,Richard Campo,2019,"$4,053,465"
FORM,"FormFactor, Inc.",Michael Slessor,2019,"$4,049,718"
RMBS,Rambus Inc.,Luc Seraphin,2019,"$4,042,561"
OYST,"Oyster Point Pharma, Inc.",Jeffrey Nau,2019,"$4,037,698"
ROG,Rogers Corporation,Bruce Hoechner,2019,"$4,036,172"
CNXN,"PC Connection, Inc.",Timothy McGrath,2019,"$4,035,279"
MBI,MBIA Inc.,William Fallon,2019,"$4,035,225"
COLL,"Collegium Pharmaceutical, Inc.",Joseph Ciaffoni,2019,"$4,032,628"
FNKO,"Funko, Inc.",Brian Mariotti,2019,"$4,025,457"
FCNCA,"First Citizens BancShares, Inc.",Frank Holding,2019,"$4,024,342"
RH,RH,Gary Friedman,2020,"$4,009,656"
HCC,"Warrior Met Coal, Inc.",Walter Scheller III,2019,"$4,007,049"
GO,Grocery Outlet Holding Corp.,Eric Lindberg Jr.,2019,"$4,006,275"
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Yuval Cohen,2019,"$4,001,509"
TRTN,Triton International Ltd.,Brian Sondey,2019,"$3,998,887"
STAY,"Extended Stay America, Inc.",Bruce Haase,2019,"$3,994,839"
NVR,"NVR, Inc.",Paul Saville,2019,"$3,987,000"
SGMO,"Sangamo Therapeutics, Inc.",Alexander Macrae,2019,"$3,986,555"
NGVT,Ingevity Corp.,D. Wilson,2019,"$3,983,946"
GTHX,"G1 Therapeutics, Inc.",Mark Velleca,2019,"$3,983,445"
HWC,Hancock Whitney Corporation,John Hairston,2019,"$3,977,836"
BRKS,"Brooks Automation, Inc.",Stephen Schwartz,2019,"$3,971,406"
FBM,"Foundation Building Materials, Inc.",Ruben Mendoza,2019,"$3,969,427"
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",John Swygert,2020,"$3,969,008"
VLY,Valley National Bancorp,Ira Robbins,2019,"$3,967,051"
AOSL,Alpha and Omega Semiconductor Limited,Mike Chang,2019,"$3,963,981"
MORN,"Morningstar, Inc.",Kunal Kapoor,2019,"$3,960,682"
PRVB,"Provention Bio, Inc.",Ashleigh Palmer,2019,"$3,959,460"
HBI,Hanesbrands Inc.,"Gerald Evans, Jr.",2019,"$3,956,325"
JBLU,JetBlue Airways Corporation,Robin Hayes,2019,"$3,955,523"
MAXR,"Maxar Technologies, Inc.",Daniel Jablonsky,2019,"$3,954,024"
FMBI,"First Midwest Bancorp, Inc.",Michael Scudder,2019,"$3,949,637"
RMR,"The RMR Group, Inc.",Adam Portnoy,2019,"$3,946,356"
VIR,"Vir Biotechnology, Inc.",George Scangos,2019,"$3,944,607"
KAMN,Kaman Corporation,Neal Keating,2019,"$3,943,950"
BCC,Boise Cascade Co.,Thomas Corrick,2019,"$3,937,947"
WTTR,"Select Energy Services, Inc.",Holli Ladhani,2019,"$3,928,819"
LFUS,"Littelfuse, Inc.",David Heinzmann,2019,"$3,920,144"
IMGN,"ImmunoGen, Inc.",Mark Enyedy,2019,"$3,917,560"
EPAC,Enerpac Tool Group Corp.,Randal Baker,2019,"$3,915,109"
ALEX,"Alexander & Baldwin, Inc.",Christopher Benjamin,2019,"$3,913,066"
VBTX,"Veritex Holdings, Inc.",C. Holland III,2019,"$3,909,111"
RDUS,"Radius Health, Inc.",Jesper Hoeiland,2019,"$3,904,597"
IRT,"Independence Realty Trust, Inc.",Scott Schaeffer,2019,"$3,901,088"
AMRC,"Ameresco, Inc.",George Sakellaris,2019,"$3,897,493"
VSTO,"Vista Outdoor, Inc.",Christopher Metz,2020,"$3,893,557"
PNW,Pinnacle West Capital Corporation,Jeffrey Guldner,2019,"$3,893,048"
FULC,"Fulcrum Therapeutics, Inc.",Robert Gould,2019,"$3,889,353"
DY,"Dycom Industries, Inc.",Steven Nielsen,2020,"$3,887,355"
ENPH,"Enphase Energy, Inc.",Badrinarayanan Kothandaraman,2019,"$3,886,852"
RCKT,"Rocket Pharmaceuticals, Inc.",Gaurav Shah,2019,"$3,883,646"
AIN,Albany International Corp.,Olivier Jarrault,2019,"$3,878,972"
WRE,Washington Real Estate Investment Trust,Paul McDermott,2019,"$3,875,257"
RGLD,"Royal Gold, Inc.",Tony Jensen,2019,"$3,874,988"
MSM,"MSC Industrial Direct Co., Inc.",Erik Gershwind,2019,"$3,871,786"
LXRX,"Lexicon Pharmaceuticals, Inc.",Lonnel Coats,2019,"$3,870,291"
DSSI,"Diamond S Shipping, Inc.",Craig Stevenson Jr.,2019,"$3,868,275"
TRS,TriMas Corporation,Thomas Amato,2019,"$3,864,568"
BV,"BrightView Holdings, Inc.",Andrew Masterman,2019,"$3,862,894"
GLIBA,"GCI Liberty, Inc.",Gregory Maffei,2019,"$3,857,811"
FIT,"Fitbit, Inc.",James Park,2019,"$3,856,518"
CLW,Clearwater Paper Corporation,Linda Massman,2019,"$3,850,065"
MOD,Modine Manufacturing Company,Thomas Burke,2020,"$3,848,851"
CGNX,Cognex Corporation,Robert Willett,2019,"$3,848,831"
CBZ,"CBIZ, Inc.",Jerome Grisko Jr.,2019,"$3,847,501"
ASIX,"Advansix, Inc.",Erin Kane,2019,"$3,841,951"
LPSN,"LivePerson, Inc.",Robert LoCascio,2019,"$3,836,238"
MANT,ManTech International Corporation,Kevin Phillips,2019,"$3,836,041"
NBSE,"NeuBase Therapeutics, Inc.",Dietrich Stephan,2019,"$3,834,776"
HCSG,"Healthcare Services Group, Inc.",Theodore Wahl,2019,"$3,826,884"
NLTX,"Neoleukin Therapeutics, Inc.",Jonathan Drachman,2019,"$3,823,038"
TDY,Teledyne Technologies Incorporated,Aldo Pichelli,2019,"$3,818,788"
CSWI,"CSW Industrials, Inc.",Joseph Armes,2020,"$3,818,476"
BOKF,BOK Financial Corporation,Steven Bradshaw,2019,"$3,818,371"
STRO,"Sutro Biopharma, Inc.",William Newell,2019,"$3,817,125"
UEIC,Universal Electronics Inc.,Paul Arling,2019,"$3,816,245"
RUBI,"Magnite, Inc.",Michael Barrett,2019,"$3,813,065"
DEA,"Easterly Government Properties, Inc.",William Trimble III,2019,"$3,809,371"
AOS,A. O. Smith Corporation,Kevin Wheeler,2019,"$3,808,438"
BCPC,Balchem Corporation,Theodore Harris,2019,"$3,808,410"
BIP,Brookfield Infrastructure Partners LP,Samuel Pollock,2019,"$3,805,404"
GLDD,Great Lakes Dredge & Dock Corporation,Lasse Petterson,2019,"$3,799,891"
ESTE,"Earthstone Energy, Inc.",Frank Lodzinski,2019,"$3,791,451"
AAT,"American Assets Trust, Inc.",Ernest Rady,2019,"$3,784,465"
LB,"L Brands, Inc.",Leslie Wexner,2020,"$3,783,221"
IRMD,IRadimed Corp.,Leslie McDonnell,2019,"$3,780,830"
FLXN,"Flexion Therapeutics, Inc.",Michael Clayman,2019,"$3,777,360"
AEGN,Aegion Corporation,Charles Gordon,2019,"$3,774,786"
CTMX,"CytomX Therapeutics, Inc.",Sean McCarthy,2019,"$3,769,930"
VECO,Veeco Instruments Inc.,William Miller,2019,"$3,769,846"
CRNX,"Crinetics Pharmaceuticals, Inc.",R. Struthers,2019,"$3,766,662"
MNOV,"MediciNova, Inc.",Yuichi Iwaki,2019,"$3,761,888"
ATRO,Astronics Corporation,Peter Gundermann,2019,"$3,761,360"
AOBC,"Smith & Wesson Brands, Inc.",P. Debney,2019,"$3,759,023"
PBYI,"Puma Biotechnology, Inc.",Alan Auerbach,2019,"$3,755,322"
OEC,Orion Engineered Carbons SA,Corning Painter,2019,"$3,753,963"
QUOT,"Quotient Technology, Inc.",Steven Boal,2019,"$3,746,071"
SNDR,"Schneider National, Inc.",Mark Rourke,2019,"$3,742,725"
MGI,"MoneyGram International, Inc.",W. Holmes,2019,"$3,741,683"
CMTL,Comtech Telecommunications Corp.,Fred Kornberg,2019,"$3,740,558"
WOR,"Worthington Industries, Inc.",John McConnell,2019,"$3,738,833"
PRA,ProAssurance Corporation,Edward Rand Jr.,2019,"$3,738,428"
XNCR,"Xencor, Inc.",Bassil Dahiyat,2019,"$3,731,514"
TISI,"Team, Inc.",Amerino Gatti,2019,"$3,723,974"
MOV,"Movado Group, Inc.",Efraim Grinberg,2020,"$3,722,187"
PB,"Prosperity Bancshares, Inc.",David Zalman,2019,"$3,720,949"
INDB,Independent Bank Corp.,Christopher Oddleifson,2019,"$3,719,674"
MJCO,Majesco,Adam Elster,2019,"$3,718,043"
FLDM,Fluidigm Corporation,Stephen Linthwaite,2019,"$3,713,055"
PLUG,Plug Power Inc.,Andrew Marsh,2019,"$3,695,570"
EBS,Emergent BioSolutions Inc.,Robert Kramer Sr.,2019,"$3,693,821"
CBSH,"Commerce Bancshares, Inc.",John Kemper,2019,"$3,692,831"
CVET,"Covetrus, Inc.",Benjamin Wolin,2019,"$3,690,212"
UCBI,"United Community Banks, Inc.",H. Harton,2019,"$3,685,090"
MPAA,"Motorcar Parts of America, Inc.",Selwyn Joffe,2019,"$3,680,732"
SILK,"Silk Road Medical, Inc.",Erica Rogers,2019,"$3,679,061"
APRE,"Aprea Therapeutics, Inc.",Christian Schade,2019,"$3,677,567"
EXTR,"Extreme Networks, Inc.",Edward Meyercord III,2019,"$3,668,634"
SKY,Skyline Champion Corp.,Mark Yost,2020,"$3,667,094"
FLO,"Flowers Foods, Inc.",Ryals McMullian,2019,"$3,665,917"
CENT,Central Garden & Pet Company,George Roeth,2019,"$3,662,828"
SPSC,"SPS Commerce, Inc.",Archie Black,2019,"$3,662,220"
STRL,"Sterling Construction Company, Inc.",Joseph Cutillo,2019,"$3,661,418"
SMPL,The Simply Good Foods Co.,Joseph Scalzo,2019,"$3,659,783"
NC,"NACCO Industries, Inc.",John Butler Jr.,2019,"$3,659,045"
BJRI,"BJ's Restaurants, Inc.",Gregory Trojan,2018,"$3,654,536"
TG,Tredegar Corporation,John Steitz,2019,"$3,651,791"
NEO,"NeoGenomics, Inc.",Douglas VanOort,2019,"$3,648,732"
VCRA,"Vocera Communications, Inc.",Brent Lang,2019,"$3,643,110"
BKH,Black Hills Corporation,Linden Evans,2019,"$3,639,302"
SGRY,"Surgery Partners, Inc.",Wayne DeVeydt,2019,"$3,631,240"
QTRX,Quanterix Corp.,E. Hrusovsky,2019,"$3,630,996"
OII,"Oceaneering International, Inc.",Roderick Larson,2019,"$3,630,205"
OOMA,"Ooma, Inc.",Eric Stang,2020,"$3,629,518"
BMCH,"BMC Stock Holdings, Inc.",David Flitman,2019,"$3,626,092"
MTN,"Vail Resorts, Inc.",Robert Katz,2019,"$3,624,696"
STAA,STAAR Surgical Company,Caren Mason,2020,"$3,616,037"
SYRS,"Syros Pharmaceuticals, Inc.",Nancy Simonian,2019,"$3,614,019"
SKYW,"Sky West, Inc.",Russell Childs,2019,"$3,611,011"
UMPQ,Umpqua Holdings Corporation,Cort O'Haver,2019,"$3,604,846"
KIN,"Kindred Biosciences, Inc.",Richard Chin,2019,"$3,593,388"
UTL,Unitil Corporation,Thomas Meissner Jr.,2019,"$3,592,108"
WBS,Webster Financial Corporation,John Ciulla,2019,"$3,582,866"
WVE,Wave Life Sciences Ltd.,Paul Bolno,2019,"$3,581,526"
SAIL,"SailPoint Technologies Holdings, Inc.",Mark McClain,2019,"$3,558,791"
ADSW,"Advanced Disposal Services, Inc.",Richard Burke,2018,"$3,551,039"
LANC,Lancaster Colony Corporation,David Ciesinski,2019,"$3,550,532"
SCSC,"ScanSource, Inc.",Michael Baur,2019,"$3,541,196"
AMWD,American Woodmark Corporation,S. Dunston,2020,"$3,540,244"
FFG,"FBL Financial Group, Inc.",James Brannen,2019,"$3,538,165"
KZR,"Kezar Life Sciences, Inc.",John Fowler,2019,"$3,532,024"
CASY,"Casey's General Stores, Inc.",Terry Handley,2019,"$3,528,588"
WERN,"Werner Enterprises, Inc.",Derek Leathers,2019,"$3,522,013"
HCAT,"Health Catalyst, Inc.",Daniel Burton,2019,"$3,519,722"
ATRS,"Antares Pharma, Inc.",Robert Apple,2019,"$3,514,955"
VKTX,"Viking Therapeutics, Inc.",Brian Lian,2019,"$3,512,119"
IRDM,Iridium Communications Inc.,Matthew Desch,2019,"$3,512,113"
NFG,National Fuel Gas Company,David Bauer,2019,"$3,511,483"
HT,Hersha Hospitality Trust,Jay Shah,2019,"$3,510,992"
BRBR,"Bellring Brands, Inc.",Darcy Davenport,2019,"$3,509,173"
WTRH,"Waitr Holdings, Inc.",Adam Price,2019,"$3,508,723"
DHT,"DHT Holdings, Inc.",Svein Harfjeld,2019,"$3,506,765"
WWE,"World Wrestling Entertainment, Inc.",Vincent McMahon,2019,"$3,503,703"
LSI,"Life Storage, Inc.",Joseph Saffire,2019,"$3,503,173"
OPRT,Oportun Financial Corp.,Raul Vazquez,2019,"$3,498,214"
BLBD,Blue Bird Corporation,Philip Horlock,2019,"$3,491,228"
COLB,"Columbia Banking System, Inc.",Hadley Robbins,2019,"$3,480,559"
CDE,"Coeur Mining, Inc.",Mitchell Krebs,2019,"$3,477,635"
CYTK,"Cytokinetics, Incorporated",Robert Blum,2019,"$3,475,975"
NMIH,"NMI Holdings, Inc.",Claudia Merkle,2019,"$3,464,985"
CPRX,"Catalyst Pharmaceuticals, Inc.",Patrick McEnany,2018,"$3,461,504"
PHAT,"Phathom Pharmaceuticals, Inc.",Terrie Curran,2019,"$3,459,096"
SAIA,"Saia, Inc.",Richard O'Dell,2019,"$3,453,769"
FBC,"Flagstar Bancorp, Inc.",Alessandro DiNello,2019,"$3,453,121"
GMED,"Globus Medical, Inc.",David Demski,2019,"$3,449,794"
ZUO,"Zuora, Inc.",Tien Tzuo,2020,"$3,435,030"
CARA,"CARA Therapeutics, Inc.",Derek Chalmers,2019,"$3,433,617"
IBP,"Installed Building Products, Inc.",Jeffrey Edwards,2019,"$3,425,252"
CCRN,"Cross Country Healthcare, Inc.",Kevin Clark,2019,"$3,424,602"
FIX,"Comfort Systems USA, Inc.",Brian Lane,2019,"$3,422,803"
IDCC,"InterDigital, Inc.",William Merritt,2019,"$3,416,968"
PAR,PAR Technology Corporation,Savneet Singh,2019,"$3,414,605"
AZZ,AZZ Inc.,Thomas Ferguson,2020,"$3,412,204"
HR,Healthcare Realty Trust Incorporated,Todd Meredith,2019,"$3,409,582"
CIR,"CIRCOR International, Inc.",Scott Buckhout,2019,"$3,408,846"
CDXS,"Codexis, Inc.",John Nicols,2019,"$3,408,034"
ECPG,"Encore Capital Group, Inc.",Ashish Masih,2019,"$3,407,435"
SAVE,"Spirit Airlines, Inc.",Edward Christie III,2019,"$3,400,453"
TILE,"Interface, Inc.",Jay Gould,2019,"$3,399,801"
QNST,"QuinStreet, Inc.",Douglas Valenti,2019,"$3,392,750"
TBI,"TrueBlue, Inc.",A. Beharelle,2019,"$3,391,176"
ONTO,"Onto Innovation, Inc.",Michael Plisinski,2019,"$3,391,035"
SSD,"Simpson Manufacturing Co., Inc.",Karen Colonias,2019,"$3,386,714"
TBIO,"Translate Bio, Inc.",Ronald Renaud Jr.,2019,"$3,386,151"
AVXL,Anavex Life Sciences Corp.,Christopher Missling,2019,"$3,380,039"
FBP,First Bancorp,Aurelio Aleman-Bermudez,2019,"$3,379,977"
CASS,"Cass Information Systems, Inc.",Eric Brunngraber,2019,"$3,378,477"
SGA,"Saga Communications, Inc.",Edward Christian,2019,"$3,377,633"
HLIT,Harmonic Inc.,Patrick Harshman,2019,"$3,375,050"
DDD,3D Systems Corporation,Vyomesh Joshi,2019,"$3,372,222"
LMNX,Luminex Corporation,Nachum Shamir,2019,"$3,362,135"
CUZ,Cousins Properties Incorporated,M. Connolly,2019,"$3,360,339"
DELL,"Dell Technologies, Inc.",Michael Dell,2020,"$3,359,058"
AIR,AAR Corp.,John Holmes,2019,"$3,345,147"
CCXI,"ChemoCentryx, Inc.",Thomas Schall,2019,"$3,341,856"
CPK,Chesapeake Utilities Corporation,Jeffry Householder,2019,"$3,341,011"
SLDB,Solid Biosciences Inc.,Ilan Ganot,2019,"$3,335,929"
NTUS,Natus Medical Incorporated,Jonathan Kennedy,2019,"$3,335,548"
ESI,"Element Solutions, Inc.",Benjamin Gliklich,2019,"$3,331,975"
CRAI,"CRA International, Inc.",Paul Maleh,2019,"$3,329,742"
PRLB,"Proto Labs, Inc.",Victoria Holt,2019,"$3,326,511"
SAFT,"Safety Insurance Group, Inc.",George Murphy,2019,"$3,319,660"
ZIOP,"ZIOPHARM Oncology, Inc.",Laurence Neil Cooper,2019,"$3,317,574"
SRI,"Stoneridge, Inc.",Jonathan DeGaynor,2019,"$3,303,164"
NWE,NorthWestern Corporation,Robert Rowe,2019,"$3,298,304"
VRT,Vertiv Holdings Co.,Robert Johnson,2019,"$3,295,644"
AQUA,Evoqua Water Technologies Corp.,Ronald Keating,2019,"$3,291,385"
POOL,Pool Corporation,Peter Arvan,2019,"$3,290,220"
KALV,"KalVista Pharmaceuticals, Inc.",T. Crockett,2019,"$3,287,944"
SWTX,"Springworks Therapeutics, Inc.",Saqib Islam,2019,"$3,284,921"
BOOT,"Boot Barn Holdings, Inc.",James Conroy,2019,"$3,274,611"
UBX,"Unity Biotechnology, Inc.",Keith Leonard Jr.,2019,"$3,270,822"
MLAB,"Mesa Laboratories, Inc.",Gary Owens,2019,"$3,270,589"
CERS,Cerus Corporation,William Greenman,2019,"$3,270,179"
NP,"Neenah, Inc.",John O'Donnell,2019,"$3,265,694"
ADRO,"Aduro BioTech, Inc.",Stephen Isaacs,2019,"$3,264,018"
ATEN,"A10 Networks, Inc.",Dhrupad Trivedi,2019,"$3,256,776"
MTRX,Matrix Service Company,John Hewitt,2019,"$3,251,474"
SXI,Standex International Corporation,David Dunbar,2019,"$3,248,572"
SPTN,SpartanNash Company,Dennis Eidson,2019,"$3,247,036"
ELS,"Equity LifeStyle Properties, Inc.",Marguerite Nader,2019,"$3,242,290"
KURA,"Kura Oncology, Inc.",Troy Wilson,2019,"$3,236,217"
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Gregory Maffei,2019,"$3,233,743"
GRMN,Garmin Ltd.,Clifton Pemble,2019,"$3,233,412"
KPTI,"Karyopharm Therapeutics, Inc.",Michael Kauffman,2019,"$3,231,504"
MKTX,MarketAxess Holdings Inc.,Richard McVey,2019,"$3,222,708"
TRNO,Terreno Realty Corporation,W. Baird,2019,"$3,218,306"
SSB,South State Corporation,Robert Hill,2018,"$3,218,009"
SRCL,"Stericycle, Inc.",Cindy Miller,2019,"$3,215,913"
PRTA,Prothena Corp. Plc,Gene Kinney,2019,"$3,213,354"
CTRE,"CareTrust REIT, Inc.",Gregory Stapley,2019,"$3,203,938"
CZR,Caesars Entertainment Corporation,Anthony Rodio,2019,"$3,201,232"
ALG,Alamo Group Inc.,Ronald Robinson,2019,"$3,200,896"
PNRG,PrimeEnergy Resources Corporation,Charles Drimal,2019,"$3,200,611"
CHEF,"The Chefs' Warehouse, Inc.",Christopher Pappas,2019,"$3,197,863"
HA,"Hawaiian Holdings, Inc.",Peter Ingram,2019,"$3,196,153"
GMS,"GMS, Inc.",G. Callahan Jr.,2019,"$3,193,994"
MTSC,MTS Systems Corporation,Jeffrey Graves,2019,"$3,192,678"
ATSG,"Air Transport Services Group, Inc.",Joseph Hete,2019,"$3,183,736"
TMP,Tompkins Financial Corporation,Stephen Romaine,2019,"$3,182,078"
PLUS,"ePlus, Inc.",Mark Marron,2019,"$3,181,194"
PRSC,The Providence Service Corporation,Daniel Greenleaf,2019,"$3,179,413"
TCRR,"TCR2 Therapeutics, Inc.",Garry Menzel,2018,"$3,177,825"
CKH,SEACOR Holdings Inc.,Charles Fabrikant,2019,"$3,172,698"
VREX,Varex Imaging Corp.,Sunny Sanyal,2019,"$3,165,121"
NEU,NewMarket Corporation,Thomas Gottwald,2019,"$3,162,200"
TMDX,"TransMedics Group, Inc.",Waleed Hassanein,2019,"$3,159,298"
ORGO,"Organogenesis Holdings, Inc.",Gary Gillheeney Sr.,2018,"$3,158,313"
DVAX,Dynavax Technologies Corporation,Ryan Spencer,2019,"$3,157,482"
CUTR,"Cutera, Inc.",David Mowry,2019,"$3,154,017"
FRG,"Franchise Group, Inc.",Brian Kahn,2019,"$3,149,732"
EBF,"Ennis, Inc.",Keith Walters,2020,"$3,141,222"
BECN,"Beacon Roofing Supply, Inc.",Julian Francis,2019,"$3,141,144"
BRS,"Bristow Group, Inc.",Jonathan Baliff,2018,"$3,129,629"
EGBN,"Eagle Bancorp, Inc.",Susan Riel,2019,"$3,128,056"
MHK,"Mohawk Industries, Inc.",Jeffrey Lorberbaum,2019,"$3,126,417"
TPTX,"Turning Point Therapeutics, Inc.",Athena Countouriotis,2019,"$3,126,305"
PLMR,"Palomar Holdings, Inc.",Mac Armstrong,2019,"$3,113,870"
LASR,"nLIGHT, Inc.",Scott Keeney,2019,"$3,112,697"
EE,El Paso Electric Company,Mary Kipp,2018,"$3,112,601"
CBB,Cincinnati Bell Inc.,Leigh Fox,2018,"$3,110,800"
ALGT,Allegiant Travel Company,Maurice Gallagher Jr.,2019,"$3,103,335"
CRMT,"America's Car-Mart, Inc.",Jeffrey Williams,2019,"$3,095,784"
TRMK,Trustmark Corporation,Gerard Host,2019,"$3,095,265"
ALSN,"Allison Transmission Holdings, Inc.",David Graziosi,2019,"$3,093,412"
VERY,"Vericity, Inc.",James Hohmann,2019,"$3,092,932"
MOBL,"MobileIron, Inc.",Simon Biddiscombe,2019,"$3,087,611"
ORLY,"O'Reilly Automotive, Inc.",Gregory Johnson,2019,"$3,080,482"
WDFC,WD-40 Company,Garry Ridge,2019,"$3,079,841"
CNSL,"Consolidated Communications Holdings, Inc.",C. Udell,2019,"$3,067,592"
GNTX,Gentex Corporation,Steven Downing,2019,"$3,059,702"
